id	source	target
176	metallurgy	chemistry
177	metallurgy	physics
178	metallurgy	economic history
179	set theory	mathematics
180	set theory	logic and foundations
181	set theory	computer science
182	community psychology	psychology
183	cancer biology	molecular biology
184	philosophy of mind	philosophy
185	philosophy of mind	metaphysics
186	statistics and probability	mathematics
187	phonology	linguistics
188	phonology	communication
189	phonology	phonetics
190	phonology	analysis
191	phonology	french linguistics
192	phonology	semantics
193	civil engineering	mathematics
194	civil engineering	engineering
195	civil engineering	science
196	computer engineering	engineering
197	computer engineering	computer science
198	computer engineering	industrial engineering
199	biomaterials	neuroscience
200	biomaterials	engineering
201	biomaterials	chemistry
202	ancient history	classics
203	ancient history	history
204	poultry science	science
205	international economics	economics
206	polymer science	engineering
207	optics	instrumentation
208	optics	networking
209	optics	photonics
210	optics	communication
211	optics	analytical chemistry
212	optics	electrical engineering
213	optics	mathematics
214	optics	engineering
215	optics	quantum physics
216	optics	science
217	optics	physical science
218	optics	manufacturing
219	optics	physics
220	optics	fluid mechanics
221	exercise physiology	physiology
222	aquatic ecology	engineering
223	aquatic ecology	ecology
224	aquatic ecology	oceanography
225	digital circuits	circuits
226	digital circuits	electrical engineering
227	numerical analysis	geotechnical engineering
228	numerical analysis	science
229	numerical analysis	scientific computing
230	numerical analysis	analysis
231	numerical analysis	computer science
232	numerical analysis	applied statistics
233	numerical analysis	mathematics
234	ecology	genetics
235	ecology	humanities
236	ecology	religion
237	ecology	engineering
238	ecology	plant science
239	ecology	zoology
240	ecology	mathematics
241	comparative politics	genetics
242	african history	history
243	aerodynamics	mathematics
244	aerodynamics	engineering
245	aerodynamics	fluid dynamics
246	aerodynamics	physics
247	aerodynamics	analysis
248	ocean engineering	engineering
249	human nutrition	nutrition
250	human nutrition	environmental sciences
251	food chemistry	chemistry
252	environmental sciences	science
253	environmental sciences	agronomy
254	environmental sciences	chemistry
255	environmental sciences	humanities
256	microbial ecology	organic chemistry
257	microbial ecology	ecology
258	digital communications	communication
259	digital communications	engineering
260	biological engineering	engineering
261	biological engineering	plant science
262	virology	analysis
263	astrodynamics	music
264	astrophysics and astronomy	physics
265	organizational communication	communication
266	criminology	humanities
267	history of religions of eastern origins	history
268	history of religions of eastern origins	history of religion
269	public policy	communication
270	public policy	computer science
271	sociology	genetics
272	sociology	cognitive psychology
273	sociology	communication
274	sociology	humanities
275	sociology	engineering
276	sociology	mathematics
277	fluid dynamics	signal processing
278	fluid dynamics	engineering
279	fluid dynamics	computer science
280	fluid dynamics	mathematics
281	fluid dynamics	physics
282	fluid dynamics	artificial intelligence
283	psychology	musicology
284	psychology	probability
285	psychology	software engineering
286	psychology	humanities
287	psychology	philosophy of mind
288	psychology	theology
289	psychology	religion
290	psychology	engineering
291	psychology	ergonomics
292	psychology	methodologies
293	psychology	mathematics
294	psychology	chemistry
295	psychology	physics
296	psychology	metaphysics
297	psychology	semantics
298	cognitive psychology	religion
299	cognitive psychology	engineering
300	cognitive psychology	neuroscience
301	cognitive psychology	psychology
302	cognitive psychology	humanities
303	petroleum engineering	engineering
304	industrial engineering	engineering
305	history of religion	religion
306	history of religion	theology
307	history of religion	history
308	history of religion	methodologies
309	history of religion	humanities
310	social anthropology	genetics
311	social anthropology	humanities
312	microbiology	botany
313	microbiology	chemistry
314	microbiology	biochemistry
315	microbiology	science
316	microbiology	food science
317	microbiology	mathematics
318	microbiology	analysis
319	microbiology	communication
320	microbiology	biological engineering
321	microbiology	neuroscience
322	microbiology	pathology
323	microbiology	life science
324	population biology	neuroscience
325	race and ethnicity	sociology
326	race and ethnicity	analysis
327	religion	communication
328	religion	humanities
329	genetic nutrition	nutrition
330	classical literature and philology	classics
331	life science	manufacturing
332	life science	social science
333	life science	science
334	life science	engineering
335	life science	physical science
336	life science	chemistry
337	life science	physics
338	political history	science
339	political history	history
340	biomechanics	zoology
341	biomechanics	mechanical engineering
342	compilers	computer engineering
343	compilers	computer science
344	history of religions of western origin	history
345	history of religions of western origin	history of religion
346	ethnomusicology	science
347	ethnomusicology	history
348	ethnomusicology	music
349	ethnomusicology	musicology
350	ethnomusicology	social science
351	american politics	political science
352	geometry and topology	mathematics
353	dairy science	science
354	genomics	plant science
355	genomics	cell biology
356	membrane science	science
357	operational research	mathematics
358	medicinal-pharmaceutical chemistry	chemistry
359	plant breeding	horticulture
360	plant breeding	plant science
361	plant breeding	molecular biology
362	evolutionary physiology	physiology
363	anthropology	social science
364	anthropology	probability
365	anthropology	communication
366	anthropology	engineering
367	anthropology	environmental sciences
368	anthropology	ergonomics
369	anthropology	physical science
370	anthropology	earth science
371	anthropology	humanities
372	anthropology	religion
373	anthropology	music
374	anthropology	mathematics
375	anthropology	composition
376	anthropology	paleontology
377	anthropology	public health
378	anthropology	methodologies
379	anthropology	science
380	anthropology	economics
381	anthropology	chemistry
382	epidemiology	neuroscience
383	epidemiology	engineering
384	linguistic anthropology	anthropology
385	robotics	mathematics
386	robotics	engineering
387	robotics	manufacturing
388	robotics	computer science
389	robotics	artificial intelligence
390	plant science	science
391	comparative literature	communication
392	comparative literature	classics
393	biological psychology	psychology
394	motor control	communication
395	motor control	cognitive psychology
396	manufacturing	communication
397	manufacturing	engineering
398	physiology	horticulture
399	physiology	botany
400	physiology	ecology
401	physiology	social science
402	physiology	instrumentation
403	physiology	science
404	physiology	physical processes
405	physiology	chemistry
406	physiology	communication
407	physiology	animal science
408	physiology	psychology
409	physiology	ergonomics
410	physiology	artificial intelligence
411	physiology	physical science
412	physiology	zoology
413	physiology	neuroscience
414	physiology	plant biology
415	physiology	physics
416	physiology	plant science
417	physiology	history
418	multidisciplinary design optimization	mathematics
419	evolutionary ecology	ecology
420	organic chemistry	biochemistry
421	organic chemistry	chemistry
422	climate	ecology
423	public administration	public policy
424	spanish linguistics	linguistics
425	biochemical nutrition	nutrition
426	women’s history	history
427	clinical nutrition	nutrition
428	economics	engineering science
429	economics	international relations
430	economics	social science
431	economics	humanities
432	economics	science
433	economics	public affairs
434	economics	social anthropology
435	economics	theology
436	economics	religion
437	economics	engineering
438	economics	criminology
439	economics	communication
440	economics	mathematics
441	economics	chemistry
442	economics	physics
443	economics	composition
444	economics	philosophy of science
445	molecular nutrition	nutrition
446	electrical and electronics	engineering
447	logic and foundations of mathematics	logic and foundations
448	scientific computing	mathematics
449	computer architecture	science
450	computer architecture	engineering
451	computer architecture	computer science
452	computer architecture	computer engineering
453	ordinary differential equations	mathematics
454	ordinary differential equations	analysis
455	networking	engineering
456	networking	computer science
457	networking	humanities
458	toxicology	biochemistry
459	toxicology	engineering
460	toxicology	chemistry
461	toxicology	composition
462	classics	humanities
463	os	communication
464	botany	ecology
465	botany	genetics
466	botany	religion
467	botany	plant science
468	botany	chemistry
469	botany	classics
470	botany	physics
471	botany	geography
472	transport phenomena	chemistry
473	transport phenomena	physical chemistry
474	medieval history	history
475	probability	communication
476	probability	public health
477	probability	computer science
478	probability	graphics
479	probability	mathematics
480	probability	physics
481	probability	composition
482	probability	philosophy of science
483	communication	mathematics
484	communication	engineering
485	communication	computer science
486	communication	humanities
487	literature in english, north america, ethnic and minority	literature in english, north america
488	molecular genetics	genetics
489	molecular genetics	molecular biology
490	immunology of infectious disease	immunology
491	labor economics	economics
492	animal science	science
493	animal science	philosophy
494	electromagnetics	communication
495	electromagnetics	engineering
496	electromagnetics	physics
497	electromagnetics	science
498	contemporary art history	history
499	materials chemistry	chemistry
500	archaeological	science
501	archaeological	history
502	cellular neuroscience	science
503	cellular neuroscience	neuroscience
504	playwriting	music
505	playwriting	theatre
506	developmental biology	biochemistry
507	developmental biology	cell biology
508	developmental biology	molecular biology
509	discourse linguistics	linguistics
510	software engineering	methodologies
511	software engineering	computer engineering
512	software engineering	structural engineering
513	software engineering	engineering
514	software engineering	computer science
515	software engineering	mathematics
516	software engineering	manufacturing
517	earth science	social science
518	earth science	science
519	earth science	meteorology
520	earth science	engineering
521	earth science	mathematics
522	earth science	physical science
523	horticulture	communication
524	horticulture	plant science
525	horticulture	computer science
526	epistemology	history of philosophy
527	epistemology	communication
528	epistemology	computer science
529	epistemology	mathematics
530	epistemology	metaphysics
531	oceanography	engineering
532	oceanography	chemistry
533	mechanical engineering	ocean engineering
534	mechanical engineering	engineering
535	mechanical engineering	chemistry
536	mechanical engineering	industrial engineering
537	mechanical engineering	analysis
538	islamic world/near east history	history
539	phonetics	analysis
540	ancient philosophy	philosophy
541	ancient philosophy	classics
542	classical archaeology and art history	classics
543	mineral physics	physics
544	molecular neuroscience	neuroscience
545	molecular neuroscience	science
546	public economics	economics
547	engineering physics	engineering
548	engineering physics	physics
549	cellular physiology	physiology
550	sociology of culture	sociology
551	sociology of culture	analysis
552	music	social science
553	music	humanities
554	music	communication
555	music	philosophy
556	music	religion
557	music	engineering
558	music	science
559	music	metaphysics
560	endocrinology	zoology
561	endocrinology	chemistry
562	endocrinology	analysis
563	endocrinology	molecular biology
564	interpersonal/small group communication	communication
565	economic history	history
566	artificial intelligence	mathematics
567	artificial intelligence	engineering
568	artificial intelligence	methodologies
569	artificial intelligence	computer science
570	artificial intelligence	neuroscience
571	psychology of movement	psychology
572	nutrition	instrumentation
573	nutrition	soil science
574	nutrition	genetics
575	nutrition	public health
576	nutrition	developmental biology
577	nutrition	chemistry
578	feminist philosophy	philosophy
579	musicology	humanities
580	molecular biology	organic chemistry
581	molecular biology	microbial ecology
582	molecular biology	genetics
583	molecular biology	biochemistry
584	molecular biology	engineering
585	molecular biology	parasitology
586	molecular biology	population biology
587	molecular biology	zoology
588	molecular biology	neuroscience
589	molecular biology	chemistry
590	european history	history
591	environmental microbiology	microbial ecology
592	environmental microbiology	microbiology
593	political theory	philosophy
594	political theory	social science
595	political theory	political science
596	political theory	humanities
597	systems neuroscience	science
598	systems neuroscience	neuroscience
599	geophysics	methodologies
600	geophysics	science
601	geophysics	engineering
602	geophysics	physical science
603	geophysics	mathematics
604	geophysics	physics
605	chemical engineering	mathematics
606	chemical engineering	engineering
607	chemical engineering	computer science
608	chemical engineering	electrical engineering
609	graphics	mathematics
610	graphics	information systems
611	graphics	computer science
612	graphics	communication
613	molecular physiology	physiology
614	geology	ecology
615	geology	social science
616	geology	engineering
617	geology	environmental sciences
618	geology	analysis
619	geology	zoology
620	geology	physical science
621	geology	geography
622	geology	humanities
623	geology	religion
624	geology	life science
625	geology	mathematics
626	geology	earth science
627	geology	cultural history
628	geology	philosophy
629	geology	seismology
630	geology	climate
631	geology	science
632	geology	food science
633	geology	civil engineering
634	geology	chemistry
635	geology	physics
636	geology	environmental engineering
637	geology	history
638	geographic information sciences	science
639	applied linguistics	linguistics
640	semantics	epistemology
641	semantics	programming languages
642	semantics	communication
643	semantics	philosophy of mind
644	semantics	pragmatics
645	semantics	computer science
646	international nutrition	nutrition
647	condensed matter physics	engineering
648	condensed matter physics	physics
649	biomechanical engineering	engineering
650	biomechanical engineering	mechanical engineering
651	circuits	electrical engineering
652	circuits	engineering
653	science	religion
654	science	polymer science
655	applied mathematics	mathematics
656	applied mathematics	engineering
657	applied mathematics	physics
658	applied mathematics	computer science
659	applied mathematics	science
660	developmental psychology	psychology
661	food science	nutrition
662	food science	engineering
663	food science	social science
664	food science	science
665	number theory	mathematics
666	number theory	analysis
667	military history	history
668	kinesiology	engineering
669	food microbiology	microbiology
670	computational neuroscience	science
671	computational neuroscience	engineering
672	computational neuroscience	neuroscience
673	comparative physiology	physiology
674	electrical engineering	mathematics
675	electrical engineering	engineering
676	electrical engineering	computer science
677	physical chemistry	communication
678	physical chemistry	engineering
679	physical chemistry	chemistry
680	physical chemistry	polymer science
681	psycholinguistics	science
682	psycholinguistics	linguistics
683	psycholinguistics	psychology
684	psycholinguistics	cognitive psychology
685	history	nutrition
686	history	set theory
687	history	humanities
688	history	social science
689	history	theology
690	history	fluid mechanics
691	history	toxicology
692	history	physics
693	history	networks
694	history	philosophy
695	history	cultural anthropology
696	systems engineering	engineering
697	systems engineering	computer science
698	intellectual history	history
699	developmental neuroscience	science
700	developmental neuroscience	neuroscience
701	typological linguistics	linguistics
702	mass communication	communication
703	mass communication	humanities
704	dynamical systems	mathematics
705	dynamical systems	methodologies
706	dynamical systems	physics
707	dynamical systems	psychology
708	tribology	science
709	tribology	applied mechanics
710	analytical chemistry	chemistry
711	analytical chemistry	analysis
712	social psychology and interaction	social psychology
713	history of philosophy	intellectual history
714	history of philosophy	history
715	immunopathology	pathology
716	engineering	methodologies
717	plant genetics	genetics
718	ergonomics	communication
719	ergonomics	engineering
720	communication technology and new media	communication
721	environmental health	toxicology
722	environmental health	engineering
723	environmental health	public health
724	social history	sociology
725	social history	history
726	theatre	humanities
727	theatre	circuits
728	theatre	communication
729	theatre	religion
730	theatre	engineering
731	theatre	chemistry
732	theatre	economic history
733	continental philosophy	philosophy
734	theology	religion
735	theology	classics
736	theology	methodologies
737	theology	humanities
738	metaphysics	mathematics
739	metaphysics	religion
740	metaphysics	philosophy of science
741	metaphysics	physics
742	metaphysics	humanities
743	paleobiology	environmental sciences
744	nutritional epidemiology	epidemiology
745	instrumentation	chemistry
746	instrumentation	ocean engineering
747	instrumentation	engineering
748	instrumentation	manufacturing
749	instrumentation	physics
750	instrumentation	composition
751	history of science, technology, and medicine	history
752	soil science	science
753	polymer chemistry	chemistry
754	latin american history	history
755	statistical methodology	methodologies
756	biochemistry	mathematics
757	biochemistry	chemistry
758	biochemistry	cell biology
759	biochemistry	neuroscience
760	terrestrial ecology	ecology
761	meteorology	ecology
762	meteorology	oceanography
763	meteorology	engineering
764	meteorology	zoology
765	meteorology	physics
766	structural biology	biochemistry
767	gender history	history
768	genetics	methodologies
769	genetics	biochemistry
770	genetics	religion
771	genetics	engineering
772	genetics	plant science
773	genetics	zoology
774	computer science	mathematics
775	energy systems	engineering
776	energy systems	environmental engineering
777	energy systems	analysis
778	biogeochemistry	geochemistry
779	dynamics/dynamical systems	dynamical systems
780	composition	communication
781	composition	chemistry
782	composition	humanities
783	macroeconomics	economics
784	cosmology, relativity, and gravity	cosmology
785	forest sciences	science
786	computational biology	genetics
787	computational biology	molecular biology
788	computational biology	engineering
789	computational biology	computer science
790	computational biology	mathematics
791	computational biology	hardware systems
792	algebra	signal processing
793	algebra	analysis
794	algebra	religion
795	algebra	engineering
796	algebra	quantum physics
797	algebra	computer science
798	algebra	mathematics
799	algebra	chemistry
800	algebra	physics
801	algebra	economic theory
802	algebra	geography
803	algebraic geometry	mathematics
804	algebraic geometry	physics
805	algebraic geometry	analysis
806	philosophy	genetics
807	philosophy	social science
808	philosophy	humanities
809	philosophy	public health
810	philosophy	mathematics
811	philosophy	classics
812	philosophy	composition
813	biophysics	biochemistry
814	biophysics	chemistry
815	biophysics	physics
816	biophysics	condensed matter physics
817	partial differential equations	mathematics
818	partial differential equations	physics
819	partial differential equations	analysis
820	regional sociology	sociology
821	political science	sociology
822	political science	social science
823	political science	humanities
824	political science	science
825	political science	public affairs
826	political science	analysis
827	political science	psychology
828	political science	engineering
829	political science	mathematics
830	political science	chemistry
831	political science	physics
832	political science	economic theory
833	political science	geography
834	neuroscience	science
835	ethics	genomics
836	ethics	philosophy of religion
837	ethics	genetics
838	ethics	social science
839	ethics	epistemology
840	ethics	communication
841	ethics	humanities
842	ethics	biomedical
843	ethics	theology
844	ethics	religion
845	ethics	engineering
846	ethics	chemical engineering
847	ethics	neuroscience
848	ethics	geography
849	ethics	psychology
850	fluid mechanics	physical science
851	fluid mechanics	engineering
852	fluid mechanics	physics
853	fluid mechanics	chemical engineering
854	fluid mechanics	engineering mechanics
855	information systems	mathematics
856	information systems	engineering
857	information systems	artificial intelligence
858	information systems	computer science
859	non-linear dynamics	mathematics
860	medicinal chemistry	organic chemistry
861	medicinal chemistry	chemistry
862	environmental engineering	engineering
863	environmental engineering	humanities
864	analysis	sociology
865	analysis	genetics
866	analysis	thermodynamics
867	analysis	circuits
868	analysis	epidemiology
869	analysis	engineering
870	analysis	plant science
871	analysis	computer science
872	analysis	zoology
873	analysis	mathematics
874	analysis	chemistry
875	analysis	artificial intelligence
876	cosmology	astronomy and astrophysics
877	cosmology	analysis
878	cosmology	theology
879	cosmology	religion
880	cosmology	quantum physics
881	cosmology	physical science
882	cosmology	physics
883	cosmology	metaphysics
884	cosmology	philosophy of science
885	environmental chemistry	chemistry
886	air traffic control	communication
887	air traffic control	dynamic systems
888	algorithms	mathematics
889	algorithms	engineering
890	algorithms	information systems
891	algorithms	computer science
892	algorithms	statistical methodology
893	cultural anthropology	anthropology
894	cultural anthropology	humanities
895	chemistry	humanities
896	chemistry	communication
897	chemistry	religion
898	chemistry	engineering
899	chemistry	plant science
900	chemistry	bacteriology
901	chemistry	mathematics
902	chemistry	biogeochemistry
903	physics	climate
904	physics	ecology
905	physics	engineering
906	physics	computer engineering
907	physics	mathematics
908	physics	polymer science
909	physics	networks
910	physics	chemistry
911	programming languages	computer science
912	crop sciences	science
913	aerospace engineering	engineering
