132962	demography, population, and ecology	external galaxies	0.98393
177822	agricultural and resource economics	health psychology	0.98393
34844	semiconductor and optical materials	ceramic materials	0.98393
177812	agricultural and resource economics	ceramic materials	0.98393
132060	systems and integrative engineering	external galaxies	0.98393
177799	agricultural and resource economics	political science	0.98393
177792	agricultural and resource economics	social psychology	0.98393
177784	agricultural and resource economics	dynamical systems	0.98393
177767	agricultural and resource economics	political history	0.98393
35044	semiconductor and optical materials	ocean engineering	0.98393
177741	agricultural and resource economics	applied mechanics	0.98393
132040	systems and integrative engineering	signal processing	0.98393
132009	systems and integrative engineering	ocean engineering	0.98393
131820	systems and integrative engineering	health psychology	0.98393
12185	modern art and architecture history	materials science	0.98393
12223	modern art and architecture history	applied mechanics	0.98393
12218	modern art and architecture history	american politics	0.98393
178012	agricultural and resource economics	ocean engineering	0.98393
12215	modern art and architecture history	food microbiology	0.98393
131911	systems and integrative engineering	broadcast studies	0.98393
177985	agricultural and resource economics	molecular biology	0.98393
131913	systems and integrative engineering	german literature	0.98393
12203	modern art and architecture history	psycholinguistics	0.98393
12198	modern art and architecture history	civil engineering	0.98393
177962	agricultural and resource economics	forest management	0.98393
12196	modern art and architecture history	religious thought	0.98393
34994	semiconductor and optical materials	forest management	0.98393
34854	semiconductor and optical materials	health psychology	0.98393
131960	systems and integrative engineering	forest management	0.98393
131983	systems and integrative engineering	molecular biology	0.98393
132956	demography, population, and ecology	genetic nutrition	0.98393
12281	modern art and architecture history	political science	0.98393
132982	demography, population, and ecology	organic chemistry	0.98393
34748	semiconductor and optical materials	civil engineering	0.98393
34735	semiconductor and optical materials	materials science	0.98393
133036	demography, population, and ecology	immunoprophylaxis	0.98393
35169	semiconductor and optical materials	immunoprophylaxis	0.98393
133024	demography, population, and ecology	polymer chemistry	0.98393
34746	semiconductor and optical materials	religious thought	0.98393
119160	multidisciplinary design optimization	physical processes	0.98393
85164	computer-aided engineering and design	population biology	0.98393
85151	computer-aided engineering and design	ancient philosophy	0.98393
150088	atomic, molecular and optical physics	german linguistics	0.98393
85191	computer-aided engineering and design	models and methods	0.98393
85208	computer-aided engineering and design	food biotechnology	0.98393
85144	computer-aided engineering and design	german linguistics	0.98393
85129	computer-aided engineering and design	non-linear dynamic	0.98393
23712	american art and architecture history	molecular genetics	0.98393
149757	atomic, molecular and optical physics	numerical analysis	0.98393
119089	multidisciplinary design optimization	numerical analysis	0.98393
23706	american art and architecture history	statistical theory	0.98393
85099	computer-aided engineering and design	structural biology	0.98393
119082	multidisciplinary design optimization	regional sociology	0.98393
119075	multidisciplinary design optimization	diplomatic history	0.98393
119181	multidisciplinary design optimization	french linguistics	0.98393
23693	american art and architecture history	philosophy of mind	0.98393
84909	computer-aided engineering and design	journalism studies	0.98393
149974	atomic, molecular and optical physics	philosophy of mind	0.98393
84960	computer-aided engineering and design	applied statistics	0.98393
84961	computer-aided engineering and design	race and ethnicity	0.98393
84998	computer-aided engineering and design	algebraic geometry	0.98393
85020	computer-aided engineering and design	physical chemistry	0.98393
23662	american art and architecture history	algebraic geometry	0.98393
85029	computer-aided engineering and design	philosophy of mind	0.98393
85042	computer-aided engineering and design	statistical theory	0.98393
85048	computer-aided engineering and design	molecular genetics	0.98393
149743	atomic, molecular and optical physics	diplomatic history	0.98393
85089	computer-aided engineering and design	mass communication	0.98393
149750	atomic, molecular and optical physics	regional sociology	0.98393
23684	american art and architecture history	physical chemistry	0.98393
150095	atomic, molecular and optical physics	ancient philosophy	0.98393
119179	multidisciplinary design optimization	behavioral ecology	0.98393
23753	american art and architecture history	mass communication	0.98393
23623	american art and architecture history	applied statistics	0.98393
119484	multidisciplinary design optimization	food biotechnology	0.98393
149847	atomic, molecular and optical physics	behavioral ecology	0.98393
23855	american art and architecture history	models and methods	0.98393
149849	atomic, molecular and optical physics	french linguistics	0.98393
149853	atomic, molecular and optical physics	journalism studies	0.98393
23872	american art and architecture history	food biotechnology	0.98393
23873	american art and architecture history	spanish literature	0.98393
150044	atomic, molecular and optical physics	structural biology	0.98393
150034	atomic, molecular and optical physics	mass communication	0.98393
149897	atomic, molecular and optical physics	clinical nutrition	0.98393
149904	atomic, molecular and optical physics	applied statistics	0.98393
149905	atomic, molecular and optical physics	race and ethnicity	0.98393
149943	atomic, molecular and optical physics	algebraic geometry	0.98393
149993	atomic, molecular and optical physics	molecular genetics	0.98393
149987	atomic, molecular and optical physics	statistical theory	0.98393
149965	atomic, molecular and optical physics	physical chemistry	0.98393
119485	multidisciplinary design optimization	spanish literature	0.98393
23828	american art and architecture history	population biology	0.98393
119185	multidisciplinary design optimization	journalism studies	0.98393
119440	multidisciplinary design optimization	population biology	0.98393
149828	atomic, molecular and optical physics	physical processes	0.98393
23763	american art and architecture history	structural biology	0.98393
119229	multidisciplinary design optimization	clinical nutrition	0.98393
119236	multidisciplinary design optimization	applied statistics	0.98393
119275	multidisciplinary design optimization	algebraic geometry	0.98393
85209	computer-aided engineering and design	spanish literature	0.98393
119297	multidisciplinary design optimization	physical chemistry	0.98393
119319	multidisciplinary design optimization	statistical theory	0.98393
119325	multidisciplinary design optimization	molecular genetics	0.98393
119365	multidisciplinary design optimization	mass communication	0.98393
119375	multidisciplinary design optimization	structural biology	0.98393
23808	american art and architecture history	german linguistics	0.98393
23815	american art and architecture history	ancient philosophy	0.98393
119420	multidisciplinary design optimization	german linguistics	0.98393
119427	multidisciplinary design optimization	ancient philosophy	0.98393
23624	american art and architecture history	race and ethnicity	0.98393
84953	computer-aided engineering and design	clinical nutrition	0.98393
84905	computer-aided engineering and design	french linguistics	0.98393
126643	classical archaeology and art history	ancient philosophy	0.98393
126453	classical archaeology and art history	race and ethnicity	0.98393
126491	classical archaeology and art history	algebraic geometry	0.98393
126513	classical archaeology and art history	physical chemistry	0.98393
126522	classical archaeology and art history	philosophy of mind	0.98393
126535	classical archaeology and art history	statistical theory	0.98393
126541	classical archaeology and art history	molecular genetics	0.98393
126581	classical archaeology and art history	mass communication	0.98393
126591	classical archaeology and art history	structural biology	0.98393
126636	classical archaeology and art history	german linguistics	0.98393
23477	american art and architecture history	numerical analysis	0.98393
126445	classical archaeology and art history	clinical nutrition	0.98393
23470	american art and architecture history	regional sociology	0.98393
150135	atomic, molecular and optical physics	models and methods	0.98393
126656	classical archaeology and art history	population biology	0.98393
23463	american art and architecture history	diplomatic history	0.98393
84903	computer-aided engineering and design	behavioral ecology	0.98393
150152	atomic, molecular and optical physics	food biotechnology	0.98393
150153	atomic, molecular and optical physics	spanish literature	0.98393
126700	classical archaeology and art history	food biotechnology	0.98393
126701	classical archaeology and art history	spanish literature	0.98393
126452	classical archaeology and art history	applied statistics	0.98393
126683	classical archaeology and art history	models and methods	0.98393
126401	classical archaeology and art history	journalism studies	0.98393
126298	classical archaeology and art history	regional sociology	0.98393
126397	classical archaeology and art history	french linguistics	0.98393
84884	computer-aided engineering and design	physical processes	0.98393
23616	american art and architecture history	clinical nutrition	0.98393
84813	computer-aided engineering and design	numerical analysis	0.98393
23572	american art and architecture history	journalism studies	0.98393
23568	american art and architecture history	french linguistics	0.98393
23566	american art and architecture history	behavioral ecology	0.98393
84799	computer-aided engineering and design	diplomatic history	0.98393
126291	classical archaeology and art history	diplomatic history	0.98393
84806	computer-aided engineering and design	regional sociology	0.98393
150108	atomic, molecular and optical physics	population biology	0.98393
23547	american art and architecture history	physical processes	0.98393
126376	classical archaeology and art history	physical processes	0.98393
126395	classical archaeology and art history	behavioral ecology	0.98393
126305	classical archaeology and art history	numerical analysis	0.98393
60031	social psychology and interaction	power and energy	0.98393
38070	french and francophone literature	military history	0.98393
61522	acoustics, dynamics, and controls	military history	0.98393
60317	social psychology and interaction	hardware systems	0.98393
60230	social psychology and interaction	digital circuits	0.98393
60227	social psychology and interaction	neurolinguistics	0.98393
60169	social psychology and interaction	military history	0.98393
61580	acoustics, dynamics, and controls	neurolinguistics	0.98393
60044	social psychology and interaction	applied dynamics	0.98393
60148	social psychology and interaction	public economics	0.98393
38049	french and francophone literature	public economics	0.98393
60102	social psychology and interaction	physical science	0.98393
60114	social psychology and interaction	cultural history	0.98393
38128	french and francophone literature	neurolinguistics	0.98393
60090	social psychology and interaction	sociolinguistics	0.98393
60046	social psychology and interaction	electromagnetics	0.98393
60389	social psychology and interaction	economic history	0.98393
61583	acoustics, dynamics, and controls	digital circuits	0.98393
60054	social psychology and interaction	membrane science	0.98393
38131	french and francophone literature	digital circuits	0.98393
60063	social psychology and interaction	political theory	0.98393
60347	social psychology and interaction	biblical studies	0.98393
38002	french and francophone literature	physical science	0.98393
60393	social psychology and interaction	european history	0.98393
60416	social psychology and interaction	computer science	0.98393
37990	french and francophone literature	sociolinguistics	0.98393
61416	acoustics, dynamics, and controls	political theory	0.98393
61443	acoustics, dynamics, and controls	sociolinguistics	0.98393
37964	french and francophone literature	political theory	0.98393
37955	french and francophone literature	membrane science	0.98393
61455	acoustics, dynamics, and controls	physical science	0.98393
37947	french and francophone literature	electromagnetics	0.98393
61407	acoustics, dynamics, and controls	membrane science	0.98393
37945	french and francophone literature	applied dynamics	0.98393
37941	french and francophone literature	medieval history	0.98393
37932	french and francophone literature	power and energy	0.98393
61399	acoustics, dynamics, and controls	electromagnetics	0.98393
61397	acoustics, dynamics, and controls	applied dynamics	0.98393
61393	acoustics, dynamics, and controls	medieval history	0.98393
61384	acoustics, dynamics, and controls	power and energy	0.98393
61467	acoustics, dynamics, and controls	cultural history	0.98393
61501	acoustics, dynamics, and controls	public economics	0.98393
60431	social psychology and interaction	american studies	0.98393
38014	french and francophone literature	cultural history	0.98393
61670	acoustics, dynamics, and controls	hardware systems	0.98393
38290	french and francophone literature	economic history	0.98393
61700	acoustics, dynamics, and controls	biblical studies	0.98393
72776	literature in english, anglophone	public economics	0.98393
72668	literature in english, anglophone	medieval history	0.98393
72672	literature in english, anglophone	applied dynamics	0.98393
72674	literature in english, anglophone	electromagnetics	0.98393
72682	literature in english, anglophone	membrane science	0.98393
72691	literature in english, anglophone	political theory	0.98393
72718	literature in english, anglophone	sociolinguistics	0.98393
72730	literature in english, anglophone	physical science	0.98393
72742	literature in english, anglophone	cultural history	0.98393
72797	literature in english, anglophone	military history	0.98393
38332	french and francophone literature	american studies	0.98393
72855	literature in english, anglophone	neurolinguistics	0.98393
61742	acoustics, dynamics, and controls	economic history	0.98393
72945	literature in english, anglophone	hardware systems	0.98393
72975	literature in english, anglophone	biblical studies	0.98393
73017	literature in english, anglophone	economic history	0.98393
73021	literature in english, anglophone	european history	0.98393
73044	literature in english, anglophone	computer science	0.98393
73059	literature in english, anglophone	american studies	0.98393
72659	literature in english, anglophone	power and energy	0.98393
72858	literature in english, anglophone	digital circuits	0.98393
60040	social psychology and interaction	medieval history	0.98393
61784	acoustics, dynamics, and controls	american studies	0.98393
38294	french and francophone literature	european history	0.98393
38317	french and francophone literature	computer science	0.98393
38218	french and francophone literature	hardware systems	0.98393
61746	acoustics, dynamics, and controls	european history	0.98393
38248	french and francophone literature	biblical studies	0.98393
61769	acoustics, dynamics, and controls	computer science	0.98393
114189	history of religions of eastern origins	exercise physiology	0.98393
93063	indo-european linguistics and philology	social anthropology	0.98393
114346	history of religions of eastern origins	inorganic chemistry	0.98393
79536	interpersonal/small group communication	community nutrition	0.98393
114369	history of religions of eastern origins	molecular nutrition	0.98393
79533	interpersonal/small group communication	social anthropology	0.98393
114373	history of religions of eastern origins	clinical psychology	0.98393
114385	history of religions of eastern origins	engineering physics	0.98393
114386	history of religions of eastern origins	cellular physiology	0.98393
114422	history of religions of eastern origins	information systems	0.98393
114426	history of religions of eastern origins	air traffic control	0.98393
114469	history of religions of eastern origins	terrestrial ecology	0.98393
114499	history of religions of eastern origins	materials chemistry	0.98393
114192	history of religions of eastern origins	engineering science	0.98393
114511	history of religions of eastern origins	systems engineering	0.98393
93068	indo-european linguistics and philology	history of religion	0.98393
93066	indo-european linguistics and philology	community nutrition	0.98393
114178	history of religions of eastern origins	spanish linguistics	0.98393
114341	history of religions of eastern origins	medicinal chemistry	0.98393
92911	indo-european linguistics and philology	applied linguistics	0.98393
79381	interpersonal/small group communication	applied linguistics	0.98393
92912	indo-european linguistics and philology	performance studies	0.98393
79618	interpersonal/small group communication	inorganic chemistry	0.98393
93048	indo-european linguistics and philology	medicine and health	0.98393
79642	interpersonal/small group communication	molecular nutrition	0.98393
79646	interpersonal/small group communication	clinical psychology	0.98393
79658	interpersonal/small group communication	engineering physics	0.98393
92995	indo-european linguistics and philology	engineering science	0.98393
92992	indo-european linguistics and philology	exercise physiology	0.98393
79659	interpersonal/small group communication	cellular physiology	0.98393
92981	indo-european linguistics and philology	spanish linguistics	0.98393
79695	interpersonal/small group communication	information systems	0.98393
114260	history of religions of eastern origins	social anthropology	0.98393
114263	history of religions of eastern origins	community nutrition	0.98393
79742	interpersonal/small group communication	terrestrial ecology	0.98393
114265	history of religions of eastern origins	history of religion	0.98393
92930	indo-european linguistics and philology	applied mathematics	0.98393
92918	indo-european linguistics and philology	transport phenomena	0.98393
79772	interpersonal/small group communication	materials chemistry	0.98393
114280	history of religions of eastern origins	fresh water studies	0.98393
79784	interpersonal/small group communication	systems engineering	0.98393
79554	interpersonal/small group communication	feminist philosophy	0.98393
114282	history of religions of eastern origins	feminist philosophy	0.98393
114127	history of religions of eastern origins	applied mathematics	0.98393
79613	interpersonal/small group communication	medicinal chemistry	0.98393
93083	indo-european linguistics and philology	fresh water studies	0.98393
93189	indo-european linguistics and philology	cellular physiology	0.98393
79400	interpersonal/small group communication	applied mathematics	0.98393
79451	interpersonal/small group communication	spanish linguistics	0.98393
79462	interpersonal/small group communication	exercise physiology	0.98393
114245	history of religions of eastern origins	medicine and health	0.98393
79388	interpersonal/small group communication	transport phenomena	0.98393
93302	indo-european linguistics and philology	materials chemistry	0.98393
93272	indo-european linguistics and philology	terrestrial ecology	0.98393
93260	indo-european linguistics and philology	non-linear dynamics	0.98393
93229	indo-european linguistics and philology	air traffic control	0.98393
93225	indo-european linguistics and philology	information systems	0.98393
93314	indo-european linguistics and philology	systems engineering	0.98393
93188	indo-european linguistics and philology	engineering physics	0.98393
79465	interpersonal/small group communication	engineering science	0.98393
93176	indo-european linguistics and philology	clinical psychology	0.98393
114115	history of religions of eastern origins	transport phenomena	0.98393
114109	history of religions of eastern origins	performance studies	0.98393
114108	history of religions of eastern origins	applied linguistics	0.98393
93085	indo-european linguistics and philology	feminist philosophy	0.98393
93143	indo-european linguistics and philology	medicinal chemistry	0.98393
93148	indo-european linguistics and philology	inorganic chemistry	0.98393
93172	indo-european linguistics and philology	molecular nutrition	0.98393
79382	interpersonal/small group communication	performance studies	0.98393
134383	english language and literature	biogeochemistry	0.98393
134290	english language and literature	quantum physics	0.98393
134197	english language and literature	african history	0.98393
134194	english language and literature	aquatic ecology	0.98393
134193	english language and literature	polymer science	0.98393
134152	english language and literature	food processing	0.98393
134144	english language and literature	instrumentation	0.98393
134128	english language and literature	forest sciences	0.98393
134097	english language and literature	human nutrition	0.98393
134092	english language and literature	poultry science	0.98393
134074	english language and literature	plant pathology	0.98393
134297	english language and literature	human geography	0.98393
134070	english language and literature	theatre history	0.98393
134293	english language and literature	nuclear physics	0.98393
134370	english language and literature	immunopathology	0.98393
134059	english language and literature	labor economics	0.98393
134056	english language and literature	fluid mechanics	0.98393
134386	english language and literature	dynamic systems	0.98393
134317	english language and literature	rural sociology	0.98393
134017	english language and literature	ethnomusicology	0.98393
134207	english language and literature	economic theory	0.98393
134326	english language and literature	ancient history	0.98393
134228	english language and literature	mineral physics	0.98393
19519	biological and chemical physics	plant pathology	0.98393
149011	african languages and societies	forest sciences	0.98393
149269	african languages and societies	dynamic systems	0.98393
149176	african languages and societies	nuclear physics	0.98393
149180	african languages and societies	human geography	0.98393
91812	ethics and political philosophy	economic theory	0.98393
91802	ethics and political philosophy	african history	0.98393
91799	ethics and political philosophy	aquatic ecology	0.98393
91798	ethics and political philosophy	polymer science	0.98393
149200	african languages and societies	rural sociology	0.98393
91757	ethics and political philosophy	food processing	0.98393
149209	african languages and societies	ancient history	0.98393
91750	ethics and political philosophy	instrumentation	0.98393
91734	ethics and political philosophy	forest sciences	0.98393
149253	african languages and societies	immunopathology	0.98393
149266	african languages and societies	biogeochemistry	0.98393
91703	ethics and political philosophy	human nutrition	0.98393
160802	work, economy and organizations	polymer science	0.98393
91698	ethics and political philosophy	poultry science	0.98393
91680	ethics and political philosophy	plant pathology	0.98393
91676	ethics and political philosophy	theatre history	0.98393
91665	ethics and political philosophy	labor economics	0.98393
91662	ethics and political philosophy	fluid mechanics	0.98393
160837	work, economy and organizations	mineral physics	0.98393
91623	ethics and political philosophy	ethnomusicology	0.98393
160816	work, economy and organizations	economic theory	0.98393
160806	work, economy and organizations	african history	0.98393
19832	biological and chemical physics	dynamic systems	0.98393
19829	biological and chemical physics	biogeochemistry	0.98393
19816	biological and chemical physics	immunopathology	0.98393
160803	work, economy and organizations	aquatic ecology	0.98393
149173	african languages and societies	quantum physics	0.98393
91833	ethics and political philosophy	mineral physics	0.98393
91896	ethics and political philosophy	quantum physics	0.98393
91899	ethics and political philosophy	nuclear physics	0.98393
160992	work, economy and organizations	biogeochemistry	0.98393
160979	work, economy and organizations	immunopathology	0.98393
149035	african languages and societies	food processing	0.98393
148980	african languages and societies	human nutrition	0.98393
149076	african languages and societies	polymer science	0.98393
148975	african languages and societies	poultry science	0.98393
149077	african languages and societies	aquatic ecology	0.98393
149080	african languages and societies	african history	0.98393
148957	african languages and societies	plant pathology	0.98393
149090	african languages and societies	economic theory	0.98393
149111	african languages and societies	mineral physics	0.98393
148953	african languages and societies	theatre history	0.98393
160945	work, economy and organizations	women’s history	0.98393
148942	african languages and societies	labor economics	0.98393
148939	african languages and societies	fluid mechanics	0.98393
148900	african languages and societies	ethnomusicology	0.98393
160935	work, economy and organizations	ancient history	0.98393
160926	work, economy and organizations	rural sociology	0.98393
160907	work, economy and organizations	human geography	0.98393
160903	work, economy and organizations	nuclear physics	0.98393
160900	work, economy and organizations	quantum physics	0.98393
91992	ethics and political philosophy	dynamic systems	0.98393
91989	ethics and political philosophy	biogeochemistry	0.98393
91976	ethics and political philosophy	immunopathology	0.98393
91932	ethics and political philosophy	ancient history	0.98393
91923	ethics and political philosophy	rural sociology	0.98393
91903	ethics and political philosophy	human geography	0.98393
160995	work, economy and organizations	dynamic systems	0.98393
97035	personality and social contexts	ethnomusicology	0.98393
97074	personality and social contexts	fluid mechanics	0.98393
19652	biological and chemical physics	economic theory	0.98393
97311	personality and social contexts	nuclear physics	0.98393
97315	personality and social contexts	human geography	0.98393
97335	personality and social contexts	rural sociology	0.98393
97077	personality and social contexts	labor economics	0.98393
97388	personality and social contexts	immunopathology	0.98393
160668	work, economy and organizations	labor economics	0.98393
160665	work, economy and organizations	fluid mechanics	0.98393
160626	work, economy and organizations	ethnomusicology	0.98393
97401	personality and social contexts	biogeochemistry	0.98393
97404	personality and social contexts	dynamic systems	0.98393
19673	biological and chemical physics	mineral physics	0.98393
19642	biological and chemical physics	african history	0.98393
160679	work, economy and organizations	theatre history	0.98393
19639	biological and chemical physics	aquatic ecology	0.98393
19638	biological and chemical physics	polymer science	0.98393
19597	biological and chemical physics	food processing	0.98393
19462	biological and chemical physics	ethnomusicology	0.98393
19589	biological and chemical physics	instrumentation	0.98393
19573	biological and chemical physics	forest sciences	0.98393
19501	biological and chemical physics	fluid mechanics	0.98393
19504	biological and chemical physics	labor economics	0.98393
19542	biological and chemical physics	human nutrition	0.98393
19537	biological and chemical physics	poultry science	0.98393
19515	biological and chemical physics	theatre history	0.98393
97308	personality and social contexts	quantum physics	0.98393
97344	personality and social contexts	ancient history	0.98393
97245	personality and social contexts	mineral physics	0.98393
19739	biological and chemical physics	nuclear physics	0.98393
160761	work, economy and organizations	food processing	0.98393
97088	personality and social contexts	theatre history	0.98393
97092	personality and social contexts	plant pathology	0.98393
160753	work, economy and organizations	instrumentation	0.98393
160737	work, economy and organizations	forest sciences	0.98393
19772	biological and chemical physics	ancient history	0.98393
97110	personality and social contexts	poultry science	0.98393
97115	personality and social contexts	human nutrition	0.98393
19763	biological and chemical physics	rural sociology	0.98393
97146	personality and social contexts	forest sciences	0.98393
160706	work, economy and organizations	human nutrition	0.98393
97224	personality and social contexts	economic theory	0.98393
97170	personality and social contexts	food processing	0.98393
19743	biological and chemical physics	human geography	0.98393
97162	personality and social contexts	instrumentation	0.98393
160701	work, economy and organizations	poultry science	0.98393
97210	personality and social contexts	polymer science	0.98393
97214	personality and social contexts	african history	0.98393
97211	personality and social contexts	aquatic ecology	0.98393
160683	work, economy and organizations	plant pathology	0.98393
149027	african languages and societies	instrumentation	0.98393
19736	biological and chemical physics	quantum physics	0.98393
152135	stars, interstellar medium and the galaxy	comparative politics	0.98392
152182	stars, interstellar medium and the galaxy	environmental health	0.98392
